rcn	reference	acronym	status	programme	topics	startDate	endDate	totalCost	ecMaxContribution	call	fundingScheme	coordinator	coordinatorCountry	numOrg	totalContrib
197446	666004	HEIRRI	SIGNED	H2020-EU.5.a.;H2020-EU.5.	SEAC-2-2014	2015-09-01	2018-09-01	1498775,00	1498775,00	H2020-SEAC-2014-1	CSA	UNIVERSIDAD POMPEU FABRA	ES	 9	1498775,00
197447	667483	NANOSHOCK	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-12-01	2020-12-01	2353438,00	2353438,00	ERC-2014-ADG	ERC-ADG	TECHNISCHE UNIVERSITAET MUENCHEN	DE	 1	2353438,00
197448	669562	POLYBIOLUB	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-08-01	2020-08-01	2456570,00	2456570,00	ERC-2014-ADG	ERC-ADG	EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH	CH	 1	2456570,00
197449	669598	SynDiv	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-07-01	2020-07-01	2500000,00	2500000,00	ERC-2014-ADG	ERC-ADG	TECHNISCHE UNIVERSITEIT DELFT	NL	 1	2500000,00
197450	669655	HAS	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-10-01	2020-10-01	1569488,00	1569488,00	ERC-2014-ADG	ERC-ADG	THE HEBREW UNIVERSITY OF JERUSALEM	IL	 1	1569488,00
197451	670747	FireBar-Concept	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2016-01-01	2021-01-01	2429987,50	2429987,50	ERC-2014-ADG	ERC-ADG	UNIVERSITE DES SCIENCES ET TECHNOLOGIES DE LILLE - LILLE I	FR	 1	2429987,50
197452	671379	JET	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2014	2015-06-01	2017-06-01	1254925,00	702800,00	H2020-SMEINST-2-2014	SME-2	MULTIPOSTING	FR	 1	702800,00
197453	673526	BLOSTER	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2014	2015-07-01	2017-07-01	1825593,75	1277915,63	H2020-SMEINST-2-2014	SME-2	AGROINDUSTRIAL KIMITEC SL	ES	 1	1277915,63
197454	683430	UPP	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	UNSERPARKPLATZ GMBH	DE	 2	50000,00
197455	683658	LIFEOMEGA	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	SOLUTEX GC SL	ES	 1	50000,00
197456	683933	INNOPREFAT	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	MONTELOEDER SL	ES	 1	50000,00
197457	684023	CALIPRI	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	NEXTSENSE MESS- UND PRUEFSYSTEME GMBH	AT	 1	50000,00
197458	684290	CIGUALERT	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	BG-12-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	LABORATORIO CIFGA SA	ES	 1	50000,00
197459	684563	AURA	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-07-01	2015-10-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	AVMAP SRLU	IT	 1	50000,00
197460	684761	SPIN	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	INCLOSE GROUP AB	SE	 1	50000,00
197461	684780	helioSTEAM	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	FRESNEX GMBH	AT	 1	50000,00
197462	685041	DERMAE	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-04-01	2015-10-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	DAMAE MEDICAL	FR	 1	50000,00
197463	685043	SERVIOPTIMAL	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-06-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	ELECTRONICA SALTO SL	ES	 1	50000,00
197477	637537	ACHILLES-HEEL	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-09-01	2020-09-01	1991054,00	1991054,00	ERC-2014-STG	ERC-STG	THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE	UK	 1	1991054,00
197478	637843	TEC_Pro	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-07-01	2020-07-01	1491749,00	1491749,00	ERC-2014-STG	ERC-STG	INSTITUTO DE BIOLOGIA MOLECULAR E CELULAR - IBMC	PT	 1	1491749,00
197479	637888	sRNA-EMB	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-07-01	2020-07-01	1499988,99	1499988,99	ERC-2014-STG	ERC-STG	GREGOR-MENDEL-INSTITUT FÜR MOLEKULARE PFLANZENBIOLOGIE GMBH	AT	 1	1499988,99
197480	637960	COMBIOSCOPY	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-07-01	2020-07-01	1499699,00	1499699,00	ERC-2014-STG	ERC-STG	DEUTSCHES KREBSFORSCHUNGSZENTRUM	DE	 3	1499699,00
197481	638115	InfoAggregation	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-07-01	2020-07-01	616003,00	616003,00	ERC-2014-STG	ERC-STG	RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAT BONN	DE	 1	616003,00
197482	638589	MidFrontalTheta2.0	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-07-01	2020-07-01	1500000,00	1500000,00	ERC-2014-STG	ERC-STG	STICHTING KATHOLIEKE UNIVERSITEIT	NL	 1	1500000,00
197483	639534	PROTEOMICAN	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-07-01	2020-07-01	1699261,00	1699260,75	ERC-2014-STG	ERC-STG	TEL AVIV UNIVERSITY	IL	 1	1699260,75
197484	639652	iLABOUR	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-09-01	2020-09-01	1499911,00	1499911,00	ERC-2014-STG	ERC-STG	THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD	UK	 1	1499911,00
197485	639945	ACCORD	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-07-01	2020-07-01	1395933,00	1395933,00	ERC-2014-STG	ERC-STG	THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD	UK	 1	1395933,00
197486	640553	ACTOMYO	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-07-01	2020-07-01	1499988,75	1499988,75	ERC-2014-STG	ERC-STG	INSTITUTO DE BIOLOGIA MOLECULAR E CELULAR - IBMC	PT	 1	1499988,75
197487	646701	DevoTed_miR	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-07-01	2020-07-01	2000000,00	2000000,00	ERC-2014-CoG	ERC-COG	INSTITUTO DE MEDICINA MOLECULAR	PT	 1	2000000,00
197488	646669	ENCOMOLE-2i	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2016-01-01	2021-01-01	1998530,00	1998530,00	ERC-2014-CoG	ERC-COG	UNIVERSITAT ZU LUBECK	DE	 1	1998530,00
197489	646955	CRAGSMAN	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2016-04-01	2021-04-01	2000000,00	2000000,00	ERC-2014-CoG	ERC-COG	HITS GGMBH	DE	 1	2000000,00
197490	647012	SENSORTHALAMUS	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-07-01	2020-07-01	1966770,78	1966770,78	ERC-2014-CoG	ERC-COG	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS	ES	 1	1966770,78
197491	647020	BIOINOHYB	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2016-02-01	2021-02-01	1748125,00	1748125,00	ERC-2014-CoG	ERC-COG	UNIVERSITA' DEGLI STUDI DI MILANO-BICOCCA	IT	 1	1748125,00
197492	647209	Psychosystems	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-09-01	2020-09-01	1959690,00	1959690,00	ERC-2014-CoG	ERC-COG	UNIVERSITEIT VAN AMSTERDAM	NL	 1	1959690,00
197493	647214	CORONALDOLLS	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-10-01	2020-10-01	2000000,00	2000000,00	ERC-2014-CoG	ERC-COG	THE UNIVERSITY COURT OF THE UNIVERSITY OF ST ANDREWS	UK	 1	2000000,00
197494	647403	D-FENS	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-07-01	2020-07-01	1950000,00	1950000,00	ERC-2014-CoG	ERC-COG	USTAV MOLEKULARNI GENETIKY AKADEMIE VED CESKE REPUBLIKY VEREJNA VYZKUMNA INSTITUCE	CZ	 2	1950000,00
197495	647596	CapTherPV	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-07-01	2020-07-01	1999375,00	1999375,00	ERC-2014-CoG	ERC-COG	NOVA ID FCT - ASSOCIACAO PARA A INNOVACAO E ESENVOLVIMENTO DA FCT	PT	 1	1999375,00
197496	647784	Chap4Resp	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-10-01	2020-10-01	1999956,00	1999956,00	ERC-2014-CoG	ERC-COG	CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	FR	 1	1999956,00
197497	648026	BioAqua	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-07-01	2020-07-01	1998020,00	1998020,00	ERC-2014-CoG	ERC-COG	TECHNISCHE UNIVERSITEIT DELFT	NL	 1	1998020,00
197498	648274	RENOIR	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-07-01	2020-07-01	1772718,75	1772718,75	ERC-2014-CoG	ERC-COG	UNIVERSITA DEGLI STUDI DI FIRENZE	IT	 1	1772718,75
197499	648365	REPLICOLL	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-07-01	2020-07-01	1907325,00	1907325,00	ERC-2014-CoG	ERC-COG	FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV	DE	 1	1907325,00
197500	648420	StressNetAdapt	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-09-01	2020-09-01	1996750,00	1996750,00	ERC-2014-CoG	ERC-COG	TECHNISCHE UNIVERSITAET MUENCHEN	DE	 1	1996750,00
197501	648680	DARKHORIZONS	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-09-01	2020-09-01	1947665,00	1947665,00	ERC-2014-CoG	ERC-COG	KING'S COLLEGE LONDON	UK	 1	1947665,00
197502	648701	AVS-ISS	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-08-01	2020-08-01	1834975,00	1834975,00	ERC-2014-CoG	ERC-COG	THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD	UK	 1	1834975,00
197503	649021	BIOMENDELIAN	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-09-01	2020-09-01	2000000,00	2000000,00	ERC-2014-CoG	ERC-COG	LUNDS UNIVERSITET	SE	 1	2000000,00
197504	649030	DECOR	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-08-01	2020-08-01	1844603,75	1844603,75	ERC-2014-CoG	ERC-COG	Masarykova univerzita	CZ	 1	1844603,75
197505	649043	AI4REASON	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-09-01	2020-09-01	1499500,00	1499500,00	ERC-2014-CoG	ERC-COG	CESKE VYSOKE UCENI TECHNICKE V PRAZE	CZ	 1	1499500,00
197506	649111	OlfSwitch	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-07-01	2020-07-01	1990791,00	1990791,00	ERC-2014-CoG	ERC-COG	MEDICAL RESEARCH COUNCIL	UK	 2	1990791,00
197507	649117	BRAINSTRUCT	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-07-01	2020-07-01	1929713,00	1929713,00	ERC-2014-CoG	ERC-COG	UNIVERSITE PIERRE ET MARIE CURIE - PARIS 6	FR	 1	1929713,00
197508	653933	R2POWER300	SIGNED	H2020-EU.2.1.1.7.	ECSEL-02-2014	2015-07-01	2018-07-01	8180506,35	2060272,44	ECSEL-2014-2	ECSEL-IA	STMICROELECTRONICS SRL	IT	 10	2060272,44
197509	654135	BIOCONT6SS	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-EF	2016-09-01	2018-09-01	195454,80	195454,80	H2020-MSCA-IF-2014	MSCA-IF-EF-ST	IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE	UK	 1	195454,80
197510	654496	NanoCytox	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-EF	2015-11-01	2017-11-01	159460,80	159460,80	H2020-MSCA-IF-2014	MSCA-IF-EF-ST	BUNDESANSTALT FUER MATERIALFORSCHUNG UND -PRUEFUNG	DE	 1	159460,80
197511	654761	BIOXYARN	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-EF		2017-08-01	170010,00	170010,00	H2020-MSCA-IF-2014	MSCA-IF-EF-ST	RUDER BOSKOVIC INSTITUTE	HR	 1	170010,00
197512	655157	ICaRO	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-EF		2017-08-01	173076,00	173076,00	H2020-MSCA-IF-2014	MSCA-IF-EF-ST	INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM)	FR	 1	173076,00
197513	655278	GenoSpec	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-EF		2017-08-01	173076,00	173076,00	H2020-MSCA-IF-2014	MSCA-IF-EF-ST	UNIVERSITE PARIS-SUD	FR	 1	173076,00
197514	657079	IMPAM	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-EF		2017-08-01	159460,80	159460,80	H2020-MSCA-IF-2014	MSCA-IF-EF-ST	FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV	DE	 1	159460,80
197515	658818	FLYghtCaRe	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-EF		2017-08-01	183454,80	183454,80	H2020-MSCA-IF-2014	MSCA-IF-EF-ST	THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE	UK	 1	183454,80
197516	659725	MARKETING EXPENDITUR	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-EF		2017-08-01	177598,80	177598,80	H2020-MSCA-IF-2014	MSCA-IF-EF-ST	ERASMUS UNIVERSITEIT ROTTERDAM	NL	 1	177598,80
197517	661118	BioFUNC	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-EF		2017-08-01	170121,60	170121,60	H2020-MSCA-IF-2014	MSCA-IF-EF-RI	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS	ES	 1	170121,60
197518	661211	ConservaTEAM	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-EF		2017-08-01	195454,80	195454,80	H2020-MSCA-IF-2014	MSCA-IF-EF-ST	THE UNIVERSITY COURT OF THE UNIVERSITY OF ABERDEEN	UK	 1	195454,80
197519	665683	NeuroNanoChip	SIGNED	H2020-EU.1.1.	ERC-PoC-2014	2015-07-01	2017-01-01	149475,00	149475,00	ERC-2014-PoC	ERC-POC	STICHTING VU-VUMC	NL	 1	149475,00
197520	661933	RobustSENSE	SIGNED	H2020-EU.2.1.1.7.	ECSEL-01-2014	2015-06-01	2018-06-01	8663008,00	3348357,55	ECSEL-2014-1	ECSEL-RIA	DAIMLER AG	DE	 15	3348357,55
197522	666308	ADVANTAGE	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2014	2015-07-01	2018-07-01	3893307,50	3583396,00	H2020-SMEINST-2-2014	SME-2	PROTEINLOGIC LIMITED	UK	 2	3583396,00
197523	666732	DEMOS	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2014	2015-04-01	2017-04-01	2441377,50	1708964,25	H2020-SMEINST-2-2014	SME-2	INOVFRUIT	FR	 3	1708964,25
197524	662107	SWARMs	SIGNED	H2020-EU.2.1.1.7.	ECSEL-01-2014	2015-07-01	2018-07-01	17294253,50	6406818,64	ECSEL-2014-1	ECSEL-RIA	UNIVERSIDAD POLITECNICA DE MADRID	ES	 30	6406818,64
197525	666795	SAMPA	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2014	2015-07-01	2017-04-01	2307500,00	1600000,00	H2020-SMEINST-2-2014	SME-2	SIGMOID PHARMA LIMITED	IE	 1	1600000,00
197526	662175	WAYTOGO FAST	SIGNED	H2020-EU.2.1.1.7.	ECSEL-02-2014	2015-05-01	2017-05-01	139300194,25	30793935,60	ECSEL-2014-2	ECSEL-IA	STMICROELECTRONICS CROLLES 2 SAS	FR	 33	30793935,60
197527	669141	VIRMETAL	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-11-01	2020-11-01	2466250,00	2466250,00	ERC-2014-ADG	ERC-ADG	FUNDACION IMDEA MATERIALES	ES	 1	2466250,00
197528	666971	BIOSTASES	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-09-01	2020-09-01	2092644,00	2092644,00	ERC-2014-ADG	ERC-ADG	CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	FR	 1	2092644,00
197529	669504	ULTRASUPERTAPE	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-12-01	2020-12-01	2496652,00	2496652,00	ERC-2014-ADG	ERC-ADG	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS	ES	 1	2496652,00
197530	669982	GENEVOSYN	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-10-01	2020-10-01	2500000,00	2500000,00	ERC-2014-ADG	ERC-ADG	MAX PLANCK GESELLSCHAFT ZUR FOERDERUNG DER WISSENSCHAFTEN E.V.	DE	 1	2500000,00
197531	670467	SMART-POM	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-11-01	2020-11-01	2464532,00	2464532,00	ERC-2014-ADG	ERC-ADG	UNIVERSITY OF GLASGOW	UK	 1	2464532,00
197532	670578	ABCvolume	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-07-01	2020-07-01	2247230,68	2247230,68	ERC-2014-ADG	ERC-ADG	RIJKSUNIVERSITEIT GRONINGEN	NL	 1	2247230,68
197533	670726	TVOF	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-09-01	2020-09-01	2274225,00	2274225,00	ERC-2014-ADG	ERC-ADG	KING'S COLLEGE LONDON	UK	 1	2274225,00
197534	671564	ComPat	SIGNED	H2020-EU.1.2.2.	FETHPC-1-2014	2015-10-01	2018-10-01	4037885,00	3942885,00	H2020-FETHPC-2014	RIA	UNIVERSITEIT VAN AMSTERDAM	NL	 10	3942885,00
197535	671403	INNO-SOFC	SIGNED	H2020-EU.3.3.8.1.	FCH-02.5-2014	2015-09-01	2018-03-01	3998081,25	3998081,25	H2020-JTI-FCH-2014-1	FCH2-RIA	Teknologian tutkimuskeskus VTT Oy	FI	 7	3998081,25
197536	671555	ExCAPE	SIGNED	H2020-EU.1.2.2.	FETHPC-1-2014	2015-09-01	2018-09-01	3910140,00	3910140,00	H2020-FETHPC-2014	RIA	INTERUNIVERSITAIR MICRO-ELECTRONICACENTRUM IMEC VZW	BE	 9	3910140,00
197537	671571	ExaFLOW	SIGNED	H2020-EU.1.2.2.	FETHPC-1-2014	2015-10-01	2018-10-01	3312235,00	3312235,00	H2020-FETHPC-2014	RIA	KUNGLIGA TEKNISKA HOEGSKOLAN	SE	 8	3312235,00
197538	671603	ALLScale	SIGNED	H2020-EU.1.2.2.	FETHPC-1-2014	2015-10-01	2018-10-01	3366196,00	3366196,00	H2020-FETHPC-2014	RIA	UNIVERSITAET INNSBRUCK	AT	 6	3366196,00
197539	671591	NEXTGenIO	SIGNED	H2020-EU.1.2.2.	FETHPC-1-2014	2015-10-01	2018-10-01	8114504,00	8114504,00	H2020-FETHPC-2014	RIA	THE UNIVERSITY OF EDINBURGH	UK	 8	8114504,00
197540	671610	EuroLab-4-HPC	SIGNED	H2020-EU.1.2.2.	FETHPC-2-2014	2015-09-01	2017-09-01	1489981,25	1489980,75	H2020-FETHPC-2014	CSA	CHALMERS TEKNISKA HOEGSKOLA AB	SE	 13	1489980,75
197541	671633	NLAFET	SIGNED	H2020-EU.1.2.2.	FETHPC-1-2014	2015-11-01	2018-11-01	3907375,00	3907375,00	H2020-FETHPC-2014	RIA	UMEA UNIVERSITET	SE	 4	3907375,00
197542	671627	ESCAPE	SIGNED	H2020-EU.1.2.2.	FETHPC-1-2014	2015-10-01	2018-10-01	3977952,50	3977952,50	H2020-FETHPC-2014	RIA	EUROPEAN CENTRE FOR MEDIUM-RANGE WEATHER FORECASTS	UK	 12	3977952,50
197543	671662	greenFLASH	SIGNED	H2020-EU.1.2.2.	FETHPC-1-2014	2015-10-01	2018-10-01	3760793,75	3760793,75	H2020-FETHPC-2014	RIA	OBSERVATOIRE DE PARIS	FR	 4	3760793,75
197544	671970	WoundCure	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2014	2015-07-01	2017-07-01	3235750,00	2265025,00	H2020-SMEINST-2-2014	SME-2	NICAST LTD	IL	 1	2265025,00
197545	672032	ACEP	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2014	2015-07-01	2017-01-01	4005477,00	2500000,00	H2020-SMEINST-2-2014	SME-2	HYBRID AIR VEHICLES LIMITED	UK	 1	2500000,00
197546	672162	N-Supp_INNO-15	SIGNED	H2020-EU.2.3.	INNOVATION	2015-01-01	2017-01-01	205290,40	205290,00	H2020-Adhoc-2014-20	SGA-CSA	INVESTITIONS-UND FORDERBANK NIEDERSACHSEN (NBANK)	DE	 3	205290,00
197547	672267	COMPOSKE	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2014	2015-07-01	2017-07-01	1133562,50	793493,75	H2020-SMEINST-2-2014	SME-2	ATP SRL	IT	 1	793493,75
197548	672281	ORCHEXTRA	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2014	2015-06-01	2016-08-31	1297843,75	908490,63	H2020-SMEINST-2-2014	SME-2	GIGIGO MOBILE SERVICES SL	ES	 1	908490,63
197549	673659	SmartSite	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2014	2015-07-01	2017-07-01	1156635,00	809644,50	H2020-SMEINST-2-2014	SME-2	HIGHWAY RESOURCE SOLUTIONS LTD	UK	 1	809644,50
197550	672530	FCL	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2014	2015-06-01	2017-03-01	1512500,00	1050000,00	H2020-SMEINST-2-2014	SME-2	GRIDON LTD	IL	 1	1050000,00
197551	673336	CLAPPRO	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2014	2015-07-01	2017-07-01	871615,00	610130,50	H2020-SMEINST-2-2014	SME-2	PROTECCION ON-LINE SL	ES	 1	610130,50
197552	673664	LAUREN	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2014	2015-06-01	2018-06-01	3135925,00	3135925,00	H2020-SMEINST-2-2014	SME-2	CYTOSYSTEMS LIMITED	UK	 1	3135925,00
197553	674825	EEN SACHSEN	SIGNED	H2020-EU.2.3.	INNOVATION	2015-01-01	2017-01-01	193680,20	193680,20	H2020-Adhoc-2014-20	SGA-CSA	AGENTUR FUR INNOVATIONSFORDERUNG UND TECHNOLOGIETRANSFER GMBH LEIPZIG	DE	 9	193680,20
197554	675866	COINS	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2015-EID	2015-10-01	2019-10-01	1366439,40	1366439,40	H2020-MSCA-ITN-2015	MSCA-ITN-EID	UNIVERSITY OF LEEDS	UK	 2	1366439,40
197555	681390	RePower	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	REMONI ApS	DK	 1	50000,00
197556	683402	SOLENCO	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	VANDENBORRE ENERGY SYSTEMS NV	BE	 1	50000,00
197557	683422	Nano-xfield-1000	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015-1	2015-05-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	LUXBRIGHT AB	SE	 1	50000,00
197558	683698	Polydome	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	POLYDOME OU	EE	 2	50000,00
197559	683876	SoHo3X	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	INSTITUTO HOLOGRAFICO ANDALUZ SL	ES	 1	50000,00
197560	683732	LESA	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	C4 CARBIDES LIMITED	UK	 1	50000,00
197561	674200	PlugBioIn	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.4.	BIOTEC-5a-2014	2015-01-01	2017-01-01	771125,00	539787,50	H2020-SMEINST-2-2014	SME-2	C-LECTA GMBH	DE	 1	539787,50
197562	674285	PLUSH	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2014	2015-05-01	2017-05-01	2800000,00	1960000,00	H2020-SMEINST-2-2014	SME-2	COMMERCE GUYS SAS	FR	 1	1960000,00
197563	683917	HTCycle	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	AVA-CO2-Forschung GmbH	DE	 1	50000,00
197564	673976	POSEIDON	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2014	2015-06-01	2017-06-01	1634500,00	1144150,00	H2020-SMEINST-2-2014	SME-2	FLOATING POWER PLANT A/S	DK	 1	1144150,00
197565	673844	IMCESA2020	SIGNED	H2020-EU.2.3.	INNOVATION	2015-01-01	2017-01-01	107600,00	107600,00	H2020-Adhoc-2014-20	SGA-CSA	INDUSTRIE- UND HANDELSKAMMER MAGDEBURG	DE	 2	107600,00
197566	674006	SafeTrain	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2014	2015-07-01	2017-07-01	1967500,00	1377250,00	H2020-SMEINST-2-2014	SME-2	Przedsiebiorstwo Wdrozeniowo-Produkcyjne NEEL Sp. Z O.O.	PL	 2	1377250,00
